registro;data;BRL;quartos;banheiros;casa_m²;lote_m²;nº_pavtos;frente_mar;visao;condicao;padrao;subsolo_m²;construcao;reforma;lat;log
8078520310;2015-04-17;1462125.0;3;2;1570;5250;1;0;0;3;7;0;1998;0;47.3163;-122.188
1565950030;2015-04-27;1915987.5;4;3;1930;6957;2;0;0;3;8;0;1995;0;47.4309;-122.191
1560930070;2014-09-11;4410000.0;4;4;2840;40139;1;0;4;4;10;0;1986;0;47.401;-122.026
6700400140;2015-03-18;1407000.0;3;3;1550;8134;2;0;0;3;7;0;1991;0;47.404;-122.191
1774220160;2014-11-04;3322856.25;3;3;2990;32239;2;0;0;4;8;0;1978;0;47.7718;-122.095
1525200060;2014-07-23;3031875.0;3;3;2000;7251;2;0;0;3;9;0;1995;0;47.7067;-122.2
3426059070;2014-09-09;2992500.0;3;2;2910;37461;1;0;0;4;7;1380;1967;0;47.7015;-122.164
824079032;2014-06-26;2958375.0;4;2;2085;174240;1;0;0;3;7;475;1964;0;47.5753;-121.95
2697100140;2015-01-05;2220750.0;4;3;2200;9351;1;0;0;5;7;910;1962;0;47.7448;-122.333
8678500060;2014-07-10;8137500.0;5;5;6070;171626;2;0;0;3;12;0;1999;0;47.5954;-121.95
6073200075;2014-07-30;3281250.0;3;2;1600;9135;1;0;0;5;7;0;1955;0;47.5724;-122.179
6388900710;2014-12-19;2824500.0;3;3;2250;11632;2;0;0;3;8;0;1988;0;47.5272;-122.169
1442860160;2015-01-07;1995000.0;3;3;2280;10255;2;0;0;4;8;0;1985;0;47.4334;-122.161
1545808560;2015-04-03;1286250.0;3;3;1530;8500;1;0;0;5;7;500;1996;0;47.3592;-122.046
9808650060;2015-02-25;6825000.0;3;2;2350;15021;1;0;0;4;8;580;1976;0;47.6408;-122.219
3754700160;2014-05-06;2084250.0;4;2;1440;7680;1;0;0;3;7;240;1971;0;47.7245;-122.2
5468750060;2014-10-28;1724625.0;4;3;2290;8250;2;0;0;3;9;0;1990;0;47.3739;-122.156
2944010240;2014-09-08;5187000.0;4;3;4040;19700;2;0;0;3;11;0;1987;0;47.7205;-122.127
2268400350;2014-09-16;3932250.0;4;3;1710;9627;1;0;0;3;9;270;1976;2014;47.559;-122.164
7504101040;2014-08-21;3793125.0;5;3;4870;11800;2;0;0;3;10;1400;1983;0;47.633;-122.041
11500890;2015-03-12;4425750.0;3;3;3130;8750;2;0;0;3;10;0;1991;0;47.6954;-122.103
9528102772;2014-07-08;2299500.0;2;2;1270;1372;3;0;0;3;8;0;2000;0;47.6776;-122.318
284000223;2014-09-16;3034500.0;3;2;2120;10875;1;0;2;3;8;580;1977;0;47.504;-122.382
3353401710;2014-09-23;1196737.5;3;2;1670;8230;1;0;0;5;7;0;1954;0;47.2613;-122.255
8159610030;2014-07-22;1029000.0;3;3;2070;11576;2;0;0;3;7;0;1974;0;47.3417;-122.271
3179100435;2014-07-15;3365250.0;2;1;1420;5332;1;0;0;3;8;350;1953;0;47.6694;-122.275
822079033;2015-04-22;1837500.0;3;2;1250;219978;1;0;0;4;6;0;1980;0;47.4056;-121.955
8857600960;2014-08-19;1076250.0;3;1;940;7980;1;0;0;4;7;0;1960;0;47.3838;-122.289
1774000200;2014-12-02;2100000.0;3;2;1920;9102;1;0;0;3;7;0;1968;0;47.7487;-122.082
1049010390;2015-03-19;2651250.0;3;2;1260;5460;1;0;0;3;7;0;1972;0;47.7355;-122.18
7905370390;2014-10-09;2493750.0;5;3;2340;7200;1;0;0;3;7;1040;1975;0;47.7206;-122.211
4140090240;2014-11-05;2730000.0;3;3;2590;9263;1;0;0;5;8;1150;1977;0;47.7691;-122.262
4055700030;2015-05-02;7612500.0;3;5;3970;24920;2;0;2;3;10;710;1977;1999;47.7183;-122.258
3775300030;2014-12-31;1750875.0;3;2;1220;9732;1;0;0;3;7;0;1965;0;47.7736;-122.214
2525300030;2015-02-22;1218000.0;3;1;1400;10403;1;0;0;4;6;0;1976;0;47.362;-122.029
1324059104;2015-04-21;3628275.0;3;3;2360;16117;1;0;0;4;8;650;1983;0;47.5698;-122.121
2287000030;2014-10-14;4257750.0;3;2;1870;9897;1;0;0;4;8;0;1960;0;47.5505;-122.221
1529200340;2015-01-08;2606625.0;3;3;2260;3640;2;0;0;3;8;0;1994;0;47.7356;-122.157
2122039094;2014-11-26;3701250.0;3;3;1970;20978;2;1;3;4;9;200;1980;0;47.3844;-122.438
1742800030;2014-06-12;3034500.0;4;3;3140;9225;1;0;2;5;9;1370;1966;0;47.4904;-122.226
1796360350;2015-01-28;1338750.0;3;2;1240;8659;1;0;0;5;7;0;1986;0;47.3663;-122.089
1843100340;2015-03-05;1827000.0;3;3;2570;8491;2;0;0;4;8;0;1989;0;47.3759;-122.125
8944290160;2014-11-04;1207500.0;3;2;1510;3413;2;0;0;3;7;0;1985;0;47.3912;-122.167
4166600473;2014-12-09;1887375.0;4;3;2390;11250;2;0;0;3;9;0;1988;0;47.3305;-122.371
7282300125;2014-11-12;1732500.0;3;1;980;7000;1;0;0;3;6;0;1953;0;47.7617;-122.357
2419600075;2014-12-01;2441250.0;3;2;1480;6360;1;0;0;3;7;0;1954;0;47.7311;-122.353
2621760350;2014-10-15;1706250.0;4;3;1850;7324;2;0;0;3;8;0;1997;0;47.3701;-122.107
4123840310;2015-01-06;1798125.0;3;3;1810;5192;2;0;0;3;8;0;1993;0;47.3724;-122.042
8651611170;2015-02-13;4560675.0;3;5;3840;6161;2;0;0;3;10;0;2000;0;47.6336;-122.064
8651610890;2014-10-14;6037500.0;4;4;4190;10259;2;0;0;3;11;1040;2000;0;47.6332;-122.066
6665800030;2014-07-18;3097500.0;4;3;2910;10650;1;0;2;3;8;1130;1975;0;47.6658;-122.188
2205700350;2014-11-04;1987125.0;4;2;1700;8640;1;0;0;3;7;850;1955;0;47.5772;-122.153
5466000030;2014-06-03;1724625.0;3;3;1950;8130;2;0;0;4;9;0;1990;0;47.3875;-122.161
6189200125;2015-03-25;4462237.5;3;3;2990;9773;2;0;0;4;8;0;1973;0;47.6344;-122.174
9169600135;2014-10-27;2756250.0;3;2;1350;6000;1;0;2;3;7;450;1950;0;47.5275;-122.391
2625069070;2015-04-10;7271250.0;4;4;4860;181319;3;0;0;3;9;0;1993;0;47.6179;-122.005
8732131090;2015-04-28;1548750.0;4;3;2160;7725;1;0;0;4;8;700;1978;0;47.3078;-122.378
9286000240;2014-07-11;5601750.0;6;4;4860;11793;2;0;0;3;11;1000;1998;0;47.5521;-122.137
5423010350;2015-02-10;6720000.0;5;3;3400;9500;2;0;1;4;8;0;1977;0;47.5645;-122.082
8562501040;2014-11-20;2373000.0;4;2;1580;7350;1;0;0;4;7;620;1963;0;47.6734;-122.154
2475200140;2015-02-05;1942500.0;3;2;1680;5036;1;0;1;4;7;0;1987;0;47.4734;-122.186
7942100310;2015-01-27;1218000.0;3;2;1300;11230;1;0;0;5;7;0;1968;0;47.3811;-122.087
3760000030;2014-10-30;3517237.5;5;3;2820;14062;2;0;0;4;7;440;1960;0;47.7081;-122.215
1727500340;2014-06-14;2086875.0;3;2;1510;6710;1;0;0;3;7;440;1972;0;47.7193;-122.216
7806300030;2014-09-17;1569750.0;3;3;3080;19635;1;0;2;4;7;1470;1958;0;47.3841;-122.284
7852030960;2014-11-06;2296875.0;3;3;2120;4500;2;0;0;3;7;0;2000;0;47.5322;-121.88
5467900070;2014-05-02;1795500.0;3;2;1930;11947;1;0;0;4;8;0;1966;0;47.3672;-122.151
1245002952;2014-10-15;6286087.5;4;3;2770;7800;2;0;0;3;10;0;1999;0;47.684;-122.205
8906200070;2015-02-10;1470000.0;3;2;1670;11610;1;0;0;4;7;0;1963;0;47.4404;-122.191
5379805885;2014-05-21;1260000.0;2;2;1330;7200;1;0;0;3;7;0;1993;0;47.4467;-122.281
8121200810;2015-05-05;3071250.0;4;2;2430;7559;1;0;0;4;8;850;1981;0;47.7206;-122.11
7322910030;2014-07-21;5748750.0;5;4;4410;57063;2;0;0;4;9;0;1990;0;47.6554;-122.018
9276201895;2014-08-20;3228750.0;3;2;1900;5000;1;0;0;5;7;950;1951;0;47.5789;-122.393
4402700070;2015-03-11;1575000.0;2;1;1100;7680;1;0;0;4;7;0;1950;0;47.7439;-122.339
1432400335;2015-03-25;1512000.0;3;1;1190;7560;1;0;0;5;6;0;1958;0;47.452;-122.177
7453000070;2014-08-18;1443750.0;2;1;940;5000;1;0;0;3;6;0;1951;0;47.5186;-122.374
4348800030;2014-11-21;3819375.0;2;2;1240;9119;1;0;0;4;7;0;1952;0;47.6221;-122.193
339500160;2014-10-08;3475500.0;3;2;2500;36947;1;0;0;3;9;0;1984;0;47.6917;-122.084
1545807610;2015-04-29;1420125.0;3;3;1780;7848;1;0;0;3;7;460;1978;0;47.3608;-122.056
1843200240;2015-05-05;1050000.0;2;2;1360;1898;2;0;0;3;7;0;1978;0;47.2852;-122.19
4403600270;2015-02-24;5092500.0;4;4;4740;76230;2;0;0;3;10;0;1987;0;47.5931;-122.071
2008200060;2014-06-24;840000.0;3;2;1010;9600;1;0;0;4;7;0;1962;0;47.4097;-122.316
1521069070;2015-02-18;1071000.0;3;1;1040;7405;1;0;0;4;6;0;1971;0;47.3105;-122.021
2459500310;2015-02-18;1879500.0;3;3;1610;6655;2;0;0;4;7;0;1985;0;47.4296;-122.161
6204420070;2015-05-01;2373000.0;4;2;1570;8268;1;0;0;3;7;0;1979;0;47.7373;-122.197
5466410030;2015-04-10;1307250.0;3;2;1360;6082;1;0;0;3;7;0;1994;0;47.3577;-122.16
9485740340;2015-03-10;1821225.0;4;3;1970;5106;2;0;0;3;8;0;1999;0;47.449;-122.205
622049114;2015-02-18;11156250.0;3;3;5403;24069;2;1;4;4;12;0;1976;0;47.4169;-122.348
1310900260;2014-10-13;1674162.0;4;2;2320;12000;1;0;0;4;8;50;1973;0;47.3644;-122.28
224069094;2014-09-11;2782500.0;3;3;2120;40518;1;0;0;3;8;0;1967;0;47.5896;-122.009
7800800160;2014-11-21;1968750.0;3;3;2120;18500;2;0;0;4;8;0;1983;0;47.3914;-122.169
2944000240;2015-04-22;4777500.0;4;3;3350;29242;2;0;0;3;11;0;1988;0;47.7197;-122.131
4139400710;2014-05-23;4105500.0;4;3;2380;9614;2;0;0;4;10;0;1991;0;47.5623;-122.116
2473420140;2014-09-23;1653750.0;4;3;2300;18360;1;0;0;4;7;740;1979;0;47.4518;-122.16
1373800295;2014-10-13;7612500.0;3;3;4380;6320;2;0;3;5;10;800;1952;0;47.6452;-122.411
8718500075;2014-11-17;2079000.0;3;2;1300;8280;1;0;0;5;7;0;1956;0;47.7403;-122.256
4309710240;2014-07-22;3806250.0;4;3;2990;29170;2;0;3;3;9;0;1999;0;47.5146;-122.117
5486800070;2014-06-20;10237500.0;7;4;4640;15235;2;0;1;3;11;1780;1965;2003;47.5666;-122.231
236400320;2014-07-15;1249500.0;4;1;1400;7242;2;0;0;3;7;0;1959;0;47.4339;-122.291
4376700570;2015-04-27;3937500.0;6;2;2750;9563;2;0;0;4;8;0;1973;0;47.6368;-122.097
8648100200;2014-10-27;1740375.0;4;3;2050;10271;2;0;0;3;7;0;1998;0;47.3628;-122.075
3624079046;2014-10-28;2415000.0;4;3;2230;108900;1;0;0;3;7;820;1978;0;47.52;-121.845
1921069084;2014-07-07;2125987.5;4;3;2340;217014;1;0;0;4;8;0;1982;0;47.2953;-122.083
2725069050;2014-06-13;4530750.0;4;3;4120;22370;2;0;0;3;10;0;1997;0;47.6239;-122.023
5307100060;2014-12-16;3353175.0;3;2;2080;9162;1;0;0;3;7;710;1960;0;47.5846;-122.168
561000075;2014-12-31;1365000.0;3;1;1180;5350;2;0;0;4;6;0;1959;0;47.505;-122.259
2473360060;2015-01-02;1383375.0;3;2;1330;9917;1;0;0;3;7;290;1981;0;47.4478;-122.161
222069082;2014-12-17;1575000.0;2;1;1220;75794;1;0;0;4;7;0;1963;0;47.4219;-122.007
8945200860;2014-12-11;945000.0;3;1;1384;8960;1;0;0;4;6;0;1965;0;47.3062;-122.371
7511800070;2014-08-21;1386000.0;3;2;1820;10608;1;0;0;4;7;0;1962;0;47.3366;-122.306
3876300310;2014-10-22;2304750.0;4;3;2060;10070;2;0;0;3;7;0;1975;0;47.7258;-122.177
5419800510;2014-11-17;1409625.0;4;2;1420;7500;1;0;0;4;7;340;1981;0;47.4025;-122.176
192460060;2014-07-15;1732500.0;3;2;1510;15744;1;0;0;3;7;0;1985;0;47.476;-121.755
7504010570;2014-07-08;4725000.0;3;3;3180;12600;2;0;0;4;11;0;1978;0;47.6366;-122.058
1442740140;2014-09-30;1942500.0;3;3;2110;13300;2;0;0;4;8;0;1985;0;47.3725;-122.06
2525069041;2014-09-04;2651250.0;3;2;1830;217800;1;0;0;3;7;820;1981;0;47.6277;-121.972
3620069036;2014-10-21;1391250.0;3;2;1820;32666;1;0;0;4;7;0;1966;0;47.1803;-121.974
1123049053;2015-02-13;1890000.0;4;3;1840;9611;2;0;0;3;7;0;1996;0;47.4964;-122.251
8018600765;2014-06-04;1262625.0;3;2;1460;10584;1;0;0;3;7;470;1997;0;47.492;-122.317
662310400;2014-10-17;2703750.0;4;3;3590;8249;2;0;0;3;9;0;1997;0;47.2846;-122.341
8651100140;2014-08-05;6405000.0;4;3;3200;15367;2;0;0;4;9;0;1962;0;47.5494;-122.216
3211230260;2015-02-04;2099737.5;4;2;2420;31465;1;0;0;3;9;0;1984;0;47.3131;-122.115
4233400340;2014-08-20;971250.0;3;2;1430;10816;2;0;0;3;7;0;1994;0;47.3122;-121.996
7199350340;2014-08-25;2415000.0;3;2;1440;7070;1;0;0;3;7;0;1980;0;47.6947;-122.125
3904901710;2015-02-24;2286375.0;3;3;1450;4789;2;0;0;3;7;0;1985;0;47.5665;-122.018
240000058;2015-04-08;2462250.0;4;3;3550;13938;1;0;0;5;8;1450;1966;0;47.425;-122.283
6865200444;2014-05-05;2787750.0;2;3;1270;1175;2;0;0;3;8;160;2000;0;47.6634;-122.34
1796380960;2014-11-26;1170750.0;3;2;1670;6824;1;0;0;3;7;370;1990;0;47.3666;-122.084
5631500868;2015-04-17;3097500.0;4;4;3100;15842;2;0;0;3;8;700;1996;0;47.7466;-122.242
3126049411;2014-12-09;1785000.0;2;3;1100;1760;3;0;0;3;7;0;1997;0;47.6972;-122.35
3905040800;2014-09-25;2801400.0;3;3;1930;5080;2;0;0;4;8;0;1990;0;47.5694;-122.001
5115000160;2014-06-17;1270500.0;3;2;1280;7524;2;0;0;4;7;0;1988;0;47.3961;-122.188
2826049234;2015-01-14;2231250.0;3;3;1820;8814;1;0;0;3;7;540;1967;0;47.7162;-122.309
6600700030;2015-05-06;2756250.0;3;3;1490;9414;2;0;0;3;7;0;1981;0;47.6844;-122.113
3904930240;2014-09-22;2546250.0;3;3;1880;5502;2;0;0;3;8;0;1988;0;47.5737;-122.018
9407110700;2015-01-13;918750.0;3;1;1250;9775;1;0;0;3;7;0;1971;0;47.4474;-121.771
1682500160;2014-06-19;1102500.0;3;2;1440;7210;1;0;0;3;8;0;1983;0;47.3128;-122.184
8078570390;2015-04-15;1365000.0;3;3;1920;7415;2;0;0;3;7;0;1989;0;47.4022;-122.171
3010300240;2014-06-23;3029250.0;3;3;2060;5750;1;0;0;3;7;730;1976;0;47.5671;-122.391
9500900135;2014-10-21;1050000.0;3;2;1210;10588;1;0;0;4;7;0;1958;0;47.2876;-122.212
7010700292;2014-10-09;2853375.0;3;3;1270;2790;1;0;0;3;7;280;1970;0;47.6581;-122.396
9485951170;2014-05-22;2520000.0;4;3;3250;34293;2;0;0;4;9;0;1983;0;47.3496;-122.094
5437820310;2014-05-23;1144500.0;3;1;960;9633;1;0;0;5;6;0;1982;0;47.1951;-122.001
3204800370;2014-12-12;2240175.0;3;2;2080;7700;1;0;0;5;7;480;1968;0;47.5375;-122.178
8832900550;2014-09-12;3412500.0;3;3;2690;11575;1;0;3;3;8;560;1957;0;47.7605;-122.267
7199330390;2014-06-24;2178750.0;3;2;1070;8000;1;0;0;3;7;0;1977;0;47.6978;-122.13
6131600060;2014-08-15;1123500.0;3;1;1200;8316;1;0;0;4;6;0;1953;0;47.3221;-122.215
7212652180;2014-07-01;1651125.0;3;2;2050;13303;1;0;0;3;8;0;1993;0;47.2681;-122.31
4315700060;2015-03-03;1984500.0;2;2;1300;3850;1;0;0;3;7;500;1963;0;47.5395;-122.39
3329500060;2014-07-28;1601250.0;4;3;2250;9091;1;0;0;3;7;910;1982;0;47.336;-122.269
4140090320;2015-03-20;3123750.0;5;3;3740;6750;1;0;0;4;8;1760;1978;0;47.7679;-122.261
1545804340;2015-04-09;1260000.0;3;2;1760;6500;1;0;0;3;7;610;1987;0;47.3647;-122.05
7214700350;2014-11-24;2735250.0;4;2;2020;36400;1;0;0;4;8;470;1976;0;47.7627;-122.076
3226200105;2014-05-23;1706250.0;3;1;1920;6862;1;0;2;3;7;800;1952;0;47.5193;-122.274
7849202231;2014-07-23;1769250.0;3;3;1470;3976;2;0;0;3;7;0;1999;0;47.526;-121.826
5196410260;2015-04-22;5250000.0;3;3;3180;10492;2;0;2;3;10;0;1991;0;47.655;-122.124
3760500116;2014-11-20;16117500.0;3;3;3930;55867;1;1;4;4;8;1600;1957;0;47.7022;-122.224
708000030;2014-09-02;4662000.0;3;2;1250;8710;1;0;0;4;7;0;1953;0;47.6245;-122.198
192460310;2015-03-24;1416975.0;3;2;1140;22267;1;0;0;3;7;0;1986;0;47.4761;-121.758
9412200260;2014-11-13;2606625.0;4;3;2250;14440;1;0;0;3;7;700;1967;0;47.5221;-122.045
1062100116;2015-01-21;2493750.0;3;3;1640;5097;2;0;0;3;7;0;1969;0;47.7522;-122.278
1775920350;2014-11-24;1695750.0;3;1;1290;12231;1;0;0;3;7;0;1976;0;47.7404;-122.11
2525500260;2014-11-24;1737750.0;3;2;1300;9079;1;0;0;3;7;0;1986;0;47.4834;-122.159
5151600340;2014-07-09;1522500.0;3;2;1950;15954;1;0;0;4;8;0;1959;0;47.336;-122.319
7613700521;2014-08-02;6562500.0;4;4;3160;5000;2;0;0;5;9;800;1965;0;47.6597;-122.274
6067910030;2015-03-16;3486000.0;4;3;2510;11880;1;0;0;5;8;880;1978;0;47.5427;-122.181
1402200340;2014-08-13;2021250.0;3;2;1800;18000;1;0;0;3;8;600;1968;0;47.4406;-122.146
3558900070;2014-07-18;2609250.0;3;3;1870;9315;1;0;0;3;7;520;1975;0;47.705;-122.202
3013300288;2014-09-30;2512125.0;3;1;2090;4755;1;0;2;3;8;890;1969;0;47.5304;-122.387
5029450160;2014-08-15;1165500.0;3;2;1440;7187;1;0;0;4;7;470;1981;0;47.291;-122.368
3526069070;2014-05-28;4194750.0;4;3;2580;209523;2;0;0;3;8;0;1984;0;47.6932;-122.006
3438500486;2014-10-16;2168250.0;4;4;2380;5809;2;0;0;4;7;630;1995;0;47.5536;-122.359
1321710030;2014-05-19;1680000.0;3;3;2680;7757;2;0;0;3;8;0;1990;0;47.2918;-122.346
1775800800;2015-02-24;2079000.0;3;1;1500;12616;1;0;0;3;7;0;1967;0;47.7415;-122.101
9133600075;2014-08-21;1958250.0;3;2;1830;11788;1;0;1;3;8;400;1958;0;47.4862;-122.224
5450900060;2014-09-23;7795725.0;5;3;4570;19252;2;0;0;5;10;0;1965;0;47.5553;-122.22
1402600700;2014-07-21;1889475.0;4;3;2470;7698;2;0;0;3;8;0;1983;0;47.4406;-122.141
3121500340;2014-07-12;3622500.0;4;3;2900;23488;2;0;0;3;9;0;1992;0;47.6726;-122.03
7697870860;2014-06-25;1286250.0;3;2;1410;5760;1;0;0;3;7;0;1985;0;47.3702;-122.185
7527200030;2014-12-29;3675000.0;5;3;2830;25958;1;0;1;5;8;1220;1979;0;47.5896;-122.083
2013200390;2014-09-22;1407000.0;4;2;1680;9966;1;0;0;3;7;580;1977;0;47.3923;-122.311
766500030;2014-06-10;1181250.0;3;2;1760;26055;1;0;0;3;7;840;1979;0;47.3664;-122.1
6664000030;2014-10-09;5145000.0;4;3;2240;11034;2;0;0;3;8;0;1976;0;47.5894;-122.195
1895000045;2015-05-04;1023750.0;2;1;820;5100;1;0;0;3;6;0;1953;0;47.5156;-122.262
6205500030;2014-11-03;2520000.0;4;2;2180;10575;1;0;0;2;6;450;1950;0;47.589;-122.177
9477200560;2015-04-13;2310000.0;3;2;1530;7245;1;0;0;4;7;0;1984;0;47.731;-122.191
4022907770;2014-10-14;2887500.0;4;2;2480;14782;1;0;3;3;8;1020;1958;0;47.7646;-122.271
5231000060;2014-08-05;1627500.0;3;2;1490;7150;1;0;0;5;6;0;1967;0;47.5015;-122.124
6055000310;2014-07-01;2782500.0;3;3;3660;39478;2;0;2;4;9;400;1989;0;47.2413;-121.972
3216900060;2014-06-25;2047500.0;4;3;2340;8548;2;0;0;3;8;0;1993;0;47.4206;-122.183
7967200060;2014-09-08;1275750.0;3;2;1450;12125;1;0;0;4;7;0;1981;0;47.3575;-122.28
8077210350;2014-07-22;3354750.0;4;3;2210;9875;2;0;0;3;9;0;1990;0;47.6285;-122.025
7203000640;2014-09-18;1128750.0;4;1;1130;7400;1;0;0;4;7;0;1969;0;47.3437;-122.316
2988000070;2015-03-04;2126250.0;5;2;1550;10500;1;0;0;3;7;450;1961;0;47.7573;-122.22
3832200070;2014-12-22;1312500.0;4;2;1710;7140;1;0;0;5;7;700;1968;0;47.3745;-122.275
3670500710;2014-07-15;2128875.0;3;2;1010;8108;1;0;0;5;7;0;1954;0;47.7359;-122.309
4233400400;2015-04-14;1401750.0;3;2;1300;9644;1;0;0;3;7;0;1994;0;47.3131;-121.998
2225059214;2014-08-08;8284500.0;4;4;4670;51836;2;0;0;4;12;0;1988;0;47.635;-122.164
2473400340;2014-06-04;1680000.0;3;2;1650;9380;1;0;0;5;7;520;1978;0;47.4525;-122.162
3530490070;2014-06-13;1102500.0;2;2;1440;5680;1;0;0;4;8;0;1978;0;47.3825;-122.319
1932300075;2014-09-10;1286250.0;2;1;1050;5900;1;0;0;3;7;0;1950;0;47.5326;-122.376
2525000510;2014-11-06;1722000.0;3;2;1470;7650;1;0;0;3;7;340;1983;0;47.4818;-122.161
1853000510;2014-05-09;5171250.0;4;3;4230;37769;2;0;0;3;11;0;1989;0;47.7287;-122.077
1742800060;2014-06-12;2630250.0;3;2;1970;7972;1;0;3;5;8;600;1976;0;47.4908;-122.225
2723089104;2014-09-17;1653750.0;3;3;1540;17424;2;0;0;3;7;0;1992;0;47.4429;-121.759
2591820310;2014-10-06;1916250.0;4;3;2070;8893;2;0;0;4;8;0;1986;0;47.4388;-122.162
3626039299;2015-02-24;3087000.0;3;1;1910;8167;1;0;0;4;8;640;1951;0;47.7004;-122.368
9346980140;2014-08-20;3176250.0;3;2;1920;7400;1;0;0;4;8;660;1977;0;47.5633;-122.131
8159610060;2014-11-19;1223250.0;3;2;1400;9177;1;0;0;3;7;0;1974;0;47.3415;-122.272
7830800339;2014-07-28;1890000.0;4;3;2210;17715;2;0;0;3;8;0;1997;0;47.3818;-122.2
826069046;2014-11-07;3885000.0;3;2;2100;72745;1;0;0;4;9;0;1995;0;47.7479;-122.062
1771000890;2014-09-17;1601250.0;3;1;1160;9750;1;0;0;3;7;0;1967;0;47.7422;-122.073
7340500270;2015-01-23;2940000.0;4;3;2940;6000;2;0;0;3;8;0;2000;0;47.7533;-122.198
9277200111;2014-07-14;3412500.0;4;2;2010;5070;1;0;1;4;7;710;1963;0;47.5793;-122.402
1138020200;2014-09-03;2283750.0;4;2;1510;6460;1;0;0;3;7;440;1970;0;47.7121;-122.214
3432500200;2015-04-09;1732494.75;3;1;1150;6908;1;0;0;3;6;350;1952;0;47.7447;-122.313
1563102435;2014-12-10;4987500.0;3;2;2150;4200;1;0;4;5;8;1010;1960;0;47.5671;-122.405
5149300200;2014-09-02;1661625.0;3;2;1600;14250;1;0;0;3;7;530;1979;0;47.3272;-122.355
9323600060;2014-07-15;4948125.0;5;4;3750;9612;1;0;2;4;9;1720;1981;0;47.5511;-122.157
9273200140;2015-01-21;6877500.0;2;3;3950;3938;2;0;4;3;10;1040;1991;0;47.5912;-122.384
9542300320;2015-02-02;4497150.0;4;3;2400;13430;1;0;0;4;9;0;1964;0;47.5987;-122.178
6979900390;2014-05-29;2966250.0;4;3;2440;22594;2;0;0;3;8;0;1996;0;47.6333;-121.97
826079094;2015-03-24;1732500.0;3;2;1400;218252;1;0;0;3;7;0;1997;0;47.7576;-121.934
2972300060;2014-12-17;2127825.0;3;3;2390;7939;1;0;0;5;7;780;1983;0;47.4987;-122.166
3575200070;2014-11-04;2940000.0;3;3;2060;31400;2;0;0;3;8;0;1984;0;47.6216;-122.056
8146100270;2015-03-24;4326000.0;4;3;2490;9864;1;0;0;4;8;1200;1961;0;47.6051;-122.195
8648200030;2014-07-16;1365000.0;3;2;1100;10968;1;0;0;5;7;0;1984;0;47.363;-122.08
208500160;2015-01-07;3990000.0;4;3;2430;6099;1;0;0;5;8;960;1965;0;47.6777;-122.287
1196003428;2014-06-24;2126250.0;3;3;3170;12750;2;0;0;3;10;810;1995;0;47.3384;-122.336
5104450990;2014-06-19;2256975.0;4;3;2640;8625;2;0;0;3;8;0;1987;0;47.4598;-122.15
3343901234;2014-11-13;1792875.0;3;2;1130;7223;1;0;0;4;7;0;1961;0;47.5089;-122.189
226039214;2014-06-12;2442562.5;5;2;1940;7642;2;0;0;3;7;0;1957;0;47.7751;-122.38
2205500575;2015-02-09;2047500.0;3;1;1200;10800;1;0;0;4;7;0;1955;0;47.5771;-122.144
4040800810;2014-05-02;2205000.0;3;3;2000;8030;1;0;0;4;8;1000;1963;0;47.6188;-122.114
7300400060;2014-05-15;1942500.0;4;3;2710;5880;2;0;0;3;9;0;1998;0;47.3314;-122.172
7230200340;2015-02-25;1601250.0;3;1;1250;23680;1;0;0;5;7;0;1967;0;47.475;-122.11
686500030;2014-12-02;3412500.0;6;3;3610;10003;2;0;0;4;8;0;1966;0;47.6261;-122.125
8731901940;2015-03-04;1144500.0;5;2;1930;8040;1;0;0;4;8;0;1966;0;47.3109;-122.376
2688100071;2015-04-15;2625000.0;2;1;1280;5400;1;0;0;3;7;0;1964;0;47.6949;-122.371
2423069155;2014-11-20;2415000.0;4;2;2090;40419;1;0;0;4;7;0;1984;0;47.4691;-121.993
2329500260;2014-07-09;1220625.0;3;2;1940;9887;1;0;0;4;7;800;1969;0;47.3289;-122.327
2608300030;2014-05-16;2143050.0;3;3;1800;5761;2;0;0;4;7;0;1990;0;47.5293;-122.363
1494300060;2014-06-11;2740500.0;3;2;1730;8400;1;0;0;4;7;330;1980;0;47.6792;-122.115
7504101230;2014-06-23;3543750.0;4;3;2810;11120;2;0;0;3;9;0;1982;0;47.6337;-122.044
8081020370;2014-07-09;7113750.0;4;4;3550;11000;1;0;2;3;11;1290;1999;0;47.5506;-122.134
1446800511;2014-10-09;1312237.5;4;1;1330;7980;2;0;0;3;6;0;1952;0;47.492;-122.333
1623049062;2015-03-04;1102500.0;2;1;750;34133;1;0;0;3;6;0;1950;0;47.4781;-122.294
205000520;2014-10-06;3871875.0;4;3;3200;36276;2;0;0;3;9;0;1993;0;47.6304;-121.994
3885805935;2014-09-26;3727500.0;4;2;1740;9000;1;0;0;5;8;0;1958;0;47.6815;-122.198
7852020640;2014-10-20;2467500.0;3;3;2100;4700;2;0;0;3;8;0;1999;0;47.5341;-121.867
6838800140;2015-02-24;5775000.0;4;4;4270;40097;1;0;0;4;12;0;1993;0;47.7354;-122.078
7855801610;2014-05-19;6384000.0;4;3;3190;8684;1;0;3;5;9;1510;1967;0;47.5619;-122.162
7940700260;2015-01-15;2216130.0;3;3;1630;4534;2;0;0;3;8;0;1987;0;47.7148;-122.205
